,feature1,feature2,label_y
0,8.660254037844387,-5.0,0
1,8.71779203523432,-4.898989898989899,0
2,8.773789936975795,-4.797979797979798,0
3,8.82827704967104,-4.696969696969697,0
4,8.88128117966698,-4.595959595959596,0
5,8.932828725429212,-4.494949494949495,0
6,8.982944762291902,-4.393939393939394,0
7,9.031653120326844,-4.292929292929293,0
8,9.078976455989936,-4.191919191919192,0
9,9.124936318129423,-4.090909090909091,0
10,9.16955320887572,-3.9898989898989896,0
11,9.21284663987611,-3.888888888888889,0
12,9.254835184288153,-3.787878787878788,0
13,9.295536524902,-3.686868686868687,0
14,9.33496749872351,-3.5858585858585856,0
15,9.373144138316087,-3.484848484848485,0
16,9.41008171016926,-3.383838383838384,0
17,9.445794750335342,-3.282828282828283,0
18,9.480297097551912,-3.1818181818181817,0
19,9.513601924046837,-3.080808080808081,0
20,9.545721764203684,-2.97979797979798,0
21,9.576668541248775,-2.878787878787879,0
22,9.60645359210588,-2.7777777777777777,0
23,9.635087690551227,-2.676767676767677,0
24,9.662581068789407,-2.575757575757576,0
25,9.68894343755969,-2.474747474747475,0
26,9.714184004872584,-2.3737373737373737,0
27,9.738311493467522,-2.272727272727273,0
28,9.76133415707447,-2.171717171717172,0
29,9.783259795555043,-2.070707070707071,0
30,9.804095768991989,-1.9696969696969693,0
31,9.823849010789878,-1.868686868686869,0
32,9.842526039844437,-1.7676767676767675,0
33,9.860132971832694,-1.6666666666666663,0
34,9.876675529671736,-1.5656565656565655,0
35,9.89215905318948,-1.4646464646464643,0
36,9.906588508046983,-1.3636363636363638,0
37,9.919968493948277,-1.2626262626262623,0
38,9.93230325217027,-1.1616161616161618,0
39,9.943596672442306,-1.0606060606060606,0
40,9.953852299201907,-0.9595959595959592,0
41,9.96307333725073,-0.858585858585859,0
42,9.971262656832058,-0.7575757575757578,0
43,9.97842279814894,-0.6565656565656566,0
44,9.984555975339685,-0.5555555555555554,0
45,9.989664079925411,-0.454545454545455,0
46,9.993748683742284,-0.3535353535353538,0
47,9.996811041368996,-0.2525252525252526,0
48,9.998852092058437,-0.1515151515151513,0
49,9.999872461180368,-0.0505050505050501,0
50,9.999872461180368,0.0505050505050501,0
51,9.998852092058437,0.1515151515151513,0
52,9.996811041368996,0.2525252525252526,0
53,9.993748683742284,0.3535353535353538,0
54,9.989664079925411,0.4545454545454541,0
55,9.984555975339685,0.5555555555555554,0
56,9.97842279814894,0.6565656565656566,0
57,9.971262656832058,0.7575757575757578,0
58,9.96307333725073,0.8585858585858581,0
59,9.953852299201907,0.9595959595959592,0
60,9.943596672442306,1.0606060606060606,0
61,9.93230325217027,1.1616161616161618,0
62,9.919968493948277,1.262626262626262,0
63,9.906588508046983,1.363636363636363,0
64,9.89215905318948,1.4646464646464643,0
65,9.876675529671736,1.5656565656565655,0
66,9.860132971832694,1.666666666666667,0
67,9.842526039844437,1.7676767676767673,0
68,9.823849010789878,1.8686868686868685,0
69,9.804095768991989,1.9696969696969693,0
70,9.783259795555043,2.070707070707071,0
71,9.76133415707447,2.171717171717172,0
72,9.738311493467522,2.2727272727272725,0
73,9.714184004872584,2.3737373737373737,0
74,9.68894343755969,2.474747474747475,0
75,9.66258106878941,2.5757575757575752,0
76,9.635087690551227,2.6767676767676765,0
77,9.60645359210588,2.7777777777777777,0
78,9.576668541248775,2.878787878787879,0
79,9.545721764203684,2.9797979797979792,0
80,9.513601924046837,3.0808080808080813,0
81,9.480297097551912,3.1818181818181817,0
82,9.445794750335342,3.282828282828282,0
83,9.41008171016926,3.383838383838384,0
84,9.373144138316087,3.4848484848484844,0
85,9.33496749872351,3.5858585858585865,0
86,9.295536524902,3.686868686868687,0
87,9.254835184288153,3.787878787878787,0
88,9.21284663987611,3.888888888888889,0
89,9.16955320887572,3.9898989898989896,0
90,9.124936318129423,4.09090909090909,0
91,9.078976455989936,4.191919191919192,0
92,9.031653120326844,4.292929292929292,0
93,8.982944762291902,4.3939393939393945,0
94,8.932828725429212,4.494949494949495,0
95,8.881281179666981,4.595959595959595,0
96,8.82827704967104,4.696969696969697,0
97,8.773789936975795,4.797979797979798,0
98,8.71779203523432,4.8989898989899,0
99,8.660254037844387,5.0,0
100,-8.660254037844387,5.0,0
101,-8.71779203523432,4.898989898989899,0
102,-8.773789936975795,4.797979797979798,0
103,-8.82827704967104,4.696969696969697,0
104,-8.88128117966698,4.595959595959596,0
105,-8.932828725429212,4.494949494949495,0
106,-8.982944762291902,4.393939393939394,0
107,-9.031653120326844,4.292929292929293,0
108,-9.078976455989936,4.191919191919192,0
109,-9.124936318129423,4.090909090909091,0
110,-9.16955320887572,3.9898989898989896,0
111,-9.21284663987611,3.888888888888889,0
112,-9.254835184288153,3.787878787878788,0
113,-9.295536524902,3.686868686868687,0
114,-9.33496749872351,3.5858585858585856,0
115,-9.373144138316087,3.484848484848485,0
116,-9.41008171016926,3.383838383838384,0
117,-9.445794750335342,3.282828282828283,0
118,-9.480297097551912,3.1818181818181817,0
119,-9.513601924046837,3.080808080808081,0
120,-9.545721764203684,2.97979797979798,0
121,-9.576668541248775,2.878787878787879,0
122,-9.60645359210588,2.7777777777777777,0
123,-9.635087690551227,2.676767676767677,0
124,-9.662581068789407,2.575757575757576,0
125,-9.68894343755969,2.474747474747475,0
126,-9.714184004872584,2.3737373737373737,0
127,-9.738311493467522,2.272727272727273,0
128,-9.76133415707447,2.171717171717172,0
129,-9.783259795555043,2.070707070707071,0
130,-9.804095768991989,1.9696969696969693,0
131,-9.823849010789878,1.868686868686869,0
132,-9.842526039844437,1.7676767676767675,0
133,-9.860132971832694,1.6666666666666663,0
134,-9.876675529671736,1.5656565656565655,0
135,-9.89215905318948,1.4646464646464643,0
136,-9.906588508046983,1.3636363636363638,0
137,-9.919968493948277,1.2626262626262623,0
138,-9.93230325217027,1.1616161616161618,0
139,-9.943596672442306,1.0606060606060606,0
140,-9.953852299201907,0.9595959595959592,0
141,-9.96307333725073,0.858585858585859,0
142,-9.971262656832058,0.7575757575757578,0
143,-9.97842279814894,0.6565656565656566,0
144,-9.984555975339685,0.5555555555555554,0
145,-9.989664079925411,0.454545454545455,0
146,-9.993748683742284,0.3535353535353538,0
147,-9.996811041368996,0.2525252525252526,0
148,-9.998852092058437,0.1515151515151513,0
149,-9.999872461180368,0.0505050505050501,0
150,-9.999872461180368,-0.0505050505050501,0
151,-9.998852092058437,-0.1515151515151513,0
152,-9.996811041368996,-0.2525252525252526,0
153,-9.993748683742284,-0.3535353535353538,0
154,-9.989664079925411,-0.4545454545454541,0
155,-9.984555975339685,-0.5555555555555554,0
156,-9.97842279814894,-0.6565656565656566,0
157,-9.971262656832058,-0.7575757575757578,0
158,-9.96307333725073,-0.8585858585858581,0
159,-9.953852299201907,-0.9595959595959592,0
160,-9.943596672442306,-1.0606060606060606,0
161,-9.93230325217027,-1.1616161616161618,0
162,-9.919968493948277,-1.262626262626262,0
163,-9.906588508046983,-1.363636363636363,0
164,-9.89215905318948,-1.4646464646464643,0
165,-9.876675529671736,-1.5656565656565655,0
166,-9.860132971832694,-1.666666666666667,0
167,-9.842526039844437,-1.7676767676767673,0
168,-9.823849010789878,-1.8686868686868685,0
169,-9.804095768991989,-1.9696969696969693,0
170,-9.783259795555043,-2.070707070707071,0
171,-9.76133415707447,-2.171717171717172,0
172,-9.738311493467522,-2.2727272727272725,0
173,-9.714184004872584,-2.3737373737373737,0
174,-9.68894343755969,-2.474747474747475,0
175,-9.66258106878941,-2.5757575757575752,0
176,-9.635087690551227,-2.6767676767676765,0
177,-9.60645359210588,-2.7777777777777777,0
178,-9.576668541248775,-2.878787878787879,0
179,-9.545721764203684,-2.9797979797979792,0
180,-9.513601924046837,-3.0808080808080813,0
181,-9.480297097551912,-3.1818181818181817,0
182,-9.445794750335342,-3.282828282828282,0
183,-9.41008171016926,-3.383838383838384,0
184,-9.373144138316087,-3.4848484848484844,0
185,-9.33496749872351,-3.5858585858585865,0
186,-9.295536524902,-3.686868686868687,0
187,-9.254835184288153,-3.787878787878787,0
188,-9.21284663987611,-3.888888888888889,0
189,-9.16955320887572,-3.9898989898989896,0
190,-9.124936318129423,-4.09090909090909,0
191,-9.078976455989936,-4.191919191919192,0
192,-9.031653120326844,-4.292929292929292,0
193,-8.982944762291902,-4.3939393939393945,0
194,-8.932828725429212,-4.494949494949495,0
195,-8.881281179666981,-4.595959595959595,0
196,-8.82827704967104,-4.696969696969697,0
197,-8.773789936975795,-4.797979797979798,0
198,-8.71779203523432,-4.8989898989899,0
199,-8.660254037844387,-5.0,0
200,0.0,-5.0,1
201,0.9999489834961284,-4.898989898989899,1
202,1.4069079067862758,-4.797979797979798,1
203,1.714198257421933,-4.696969696969697,1
204,1.9690493625876693,-4.595959595959596,1
205,2.1898468069372528,-4.494949494949495,1
206,2.386062992124792,-4.393939393939394,1
207,2.5633489980706097,-4.292929292929293,1
208,2.7254015279256647,-4.191919191919192,1
209,2.8747978728803445,-4.090909090909091,1
210,3.013420987914404,-3.9898989898989896,1
211,3.1426968052735447,-3.888888888888889,1
212,3.263736246748184,-3.787878787878788,1
213,3.3774249489495936,-3.686868686868687,1
214,3.484482487002089,-3.5858585858585856,1
215,3.585502898848252,-3.484848484848485,1
216,3.680983264300728,-3.383838383838384,1
217,3.771344384362519,-3.282828282828283,1
218,3.85694607919935,-3.1818181818181817,1
219,3.938098725175339,-3.080808080808081,1
220,4.015072103909453,-2.97979797979798,1
221,4.0881022918884975,-2.878787878787879,1
222,4.15739709641549,-2.7777777777777777,1
223,4.223140396033712,-2.676767676767677,1
224,4.2854956435548335,-2.575757575757576,1
225,4.3446087207286,-2.474747474747475,1
226,4.400610285008478,-2.3737373737373737,1
227,4.453617714151233,-2.272727272727273,1
228,4.5037367292137285,-2.171717171717172,1
229,4.5510627580076,-2.070707070707071,1
230,4.59568208730397,-1.9696969696969693,1
231,4.637672841716766,-1.868686868686869,1
232,4.677105819309182,-1.7676767676767675,1
233,4.714045207910317,-1.6666666666666663,1
234,4.748549201431579,-1.5656565656565655,1
235,4.78067053179767,-1.4646464646464643,1
236,4.810456929208347,-1.3636363636363638,1
237,4.837951521142646,-1.2626262626262623,1
238,4.863193178670999,-1.1616161616161618,1
239,4.886216817150636,-1.0606060606060606,1
240,4.907053657168129,-0.9595959595959592,1
241,4.92573145060065,-0.858585858585859,1
242,4.9422746758485125,-0.7575757575757578,1
243,4.956704705610221,-0.6565656565656566,1
244,4.969039949999533,-0.5555555555555554,1
245,4.979295977319692,-0.454545454545455,1
246,4.987485614395357,-0.3535353535353538,1
247,4.993619028003344,-0.2525252525252526,1
248,4.997703788627468,-0.1515151515151513,1
249,4.999744917480639,-0.0505050505050501,1
250,4.999744917480639,0.0505050505050501,1
251,4.997703788627468,0.1515151515151513,1
252,4.993619028003344,0.2525252525252526,1
253,4.987485614395357,0.3535353535353538,1
254,4.979295977319692,0.4545454545454541,1
255,4.969039949999533,0.5555555555555554,1
256,4.956704705610221,0.6565656565656566,1
257,4.9422746758485125,0.7575757575757578,1
258,4.92573145060065,0.8585858585858581,1
259,4.907053657168129,0.9595959595959592,1
260,4.886216817150636,1.0606060606060606,1
261,4.863193178670999,1.1616161616161618,1
262,4.837951521142646,1.262626262626262,1
263,4.810456929208347,1.363636363636363,1
264,4.78067053179767,1.4646464646464643,1
265,4.748549201431579,1.5656565656565655,1
266,4.714045207910317,1.666666666666667,1
267,4.677105819309182,1.7676767676767673,1
268,4.637672841716766,1.8686868686868685,1
269,4.59568208730397,1.9696969696969693,1
270,4.5510627580076,2.070707070707071,1
271,4.5037367292137285,2.171717171717172,1
272,4.453617714151233,2.2727272727272725,1
273,4.400610285008478,2.3737373737373737,1
274,4.3446087207286,2.474747474747475,1
275,4.2854956435548335,2.5757575757575752,1
276,4.223140396033712,2.6767676767676765,1
277,4.15739709641549,2.7777777777777777,1
278,4.0881022918884975,2.878787878787879,1
279,4.0150721039094535,2.9797979797979792,1
280,3.9380987251753385,3.0808080808080813,1
281,3.85694607919935,3.1818181818181817,1
282,3.77134438436252,3.282828282828282,1
283,3.680983264300728,3.383838383838384,1
284,3.5855028988482527,3.4848484848484844,1
285,3.4844824870020883,3.5858585858585865,1
286,3.3774249489495936,3.686868686868687,1
287,3.263736246748185,3.787878787878787,1
288,3.142696805273544,3.888888888888889,1
289,3.013420987914404,3.9898989898989896,1
290,2.874797872880346,4.09090909090909,1
291,2.7254015279256647,4.191919191919192,1
292,2.563348998070611,4.292929292929292,1
293,2.38606299212479,4.3939393939393945,1
294,2.1898468069372528,4.494949494949495,1
295,1.9690493625876715,4.595959595959595,1
296,1.714198257421933,4.696969696969697,1
297,1.4069079067862758,4.797979797979798,1
298,0.9999489834961248,4.8989898989899,1
299,0.0,5.0,1
300,-0.0,5.0,1
301,-0.9999489834961284,4.898989898989899,1
302,-1.4069079067862758,4.797979797979798,1
303,-1.714198257421933,4.696969696969697,1
304,-1.9690493625876693,4.595959595959596,1
305,-2.1898468069372528,4.494949494949495,1
306,-2.386062992124792,4.393939393939394,1
307,-2.5633489980706097,4.292929292929293,1
308,-2.7254015279256647,4.191919191919192,1
309,-2.8747978728803445,4.090909090909091,1
310,-3.013420987914404,3.9898989898989896,1
311,-3.1426968052735447,3.888888888888889,1
312,-3.263736246748184,3.787878787878788,1
313,-3.3774249489495936,3.686868686868687,1
314,-3.484482487002089,3.5858585858585856,1
315,-3.585502898848252,3.484848484848485,1
316,-3.680983264300728,3.383838383838384,1
317,-3.771344384362519,3.282828282828283,1
318,-3.85694607919935,3.1818181818181817,1
319,-3.938098725175339,3.080808080808081,1
320,-4.015072103909453,2.97979797979798,1
321,-4.0881022918884975,2.878787878787879,1
322,-4.15739709641549,2.7777777777777777,1
323,-4.223140396033712,2.676767676767677,1
324,-4.2854956435548335,2.575757575757576,1
325,-4.3446087207286,2.474747474747475,1
326,-4.400610285008478,2.3737373737373737,1
327,-4.453617714151233,2.272727272727273,1
328,-4.5037367292137285,2.171717171717172,1
329,-4.5510627580076,2.070707070707071,1
330,-4.59568208730397,1.9696969696969693,1
331,-4.637672841716766,1.868686868686869,1
332,-4.677105819309182,1.7676767676767675,1
333,-4.714045207910317,1.6666666666666663,1
334,-4.748549201431579,1.5656565656565655,1
335,-4.78067053179767,1.4646464646464643,1
336,-4.810456929208347,1.3636363636363638,1
337,-4.837951521142646,1.2626262626262623,1
338,-4.863193178670999,1.1616161616161618,1
339,-4.886216817150636,1.0606060606060606,1
340,-4.907053657168129,0.9595959595959592,1
341,-4.92573145060065,0.858585858585859,1
342,-4.9422746758485125,0.7575757575757578,1
343,-4.956704705610221,0.6565656565656566,1
344,-4.969039949999533,0.5555555555555554,1
345,-4.979295977319692,0.454545454545455,1
346,-4.987485614395357,0.3535353535353538,1
347,-4.993619028003344,0.2525252525252526,1
348,-4.997703788627468,0.1515151515151513,1
349,-4.999744917480639,0.0505050505050501,1
350,-4.999744917480639,-0.0505050505050501,1
351,-4.997703788627468,-0.1515151515151513,1
352,-4.993619028003344,-0.2525252525252526,1
353,-4.987485614395357,-0.3535353535353538,1
354,-4.979295977319692,-0.4545454545454541,1
355,-4.969039949999533,-0.5555555555555554,1
356,-4.956704705610221,-0.6565656565656566,1
357,-4.9422746758485125,-0.7575757575757578,1
358,-4.92573145060065,-0.8585858585858581,1
359,-4.907053657168129,-0.9595959595959592,1
360,-4.886216817150636,-1.0606060606060606,1
361,-4.863193178670999,-1.1616161616161618,1
362,-4.837951521142646,-1.262626262626262,1
363,-4.810456929208347,-1.363636363636363,1
364,-4.78067053179767,-1.4646464646464643,1
365,-4.748549201431579,-1.5656565656565655,1
366,-4.714045207910317,-1.666666666666667,1
367,-4.677105819309182,-1.7676767676767673,1
368,-4.637672841716766,-1.8686868686868685,1
369,-4.59568208730397,-1.9696969696969693,1
370,-4.5510627580076,-2.070707070707071,1
371,-4.5037367292137285,-2.171717171717172,1
372,-4.453617714151233,-2.2727272727272725,1
373,-4.400610285008478,-2.3737373737373737,1
374,-4.3446087207286,-2.474747474747475,1
375,-4.2854956435548335,-2.5757575757575752,1
376,-4.223140396033712,-2.6767676767676765,1
377,-4.15739709641549,-2.7777777777777777,1
378,-4.0881022918884975,-2.878787878787879,1
379,-4.0150721039094535,-2.9797979797979792,1
380,-3.9380987251753385,-3.0808080808080813,1
381,-3.85694607919935,-3.1818181818181817,1
382,-3.77134438436252,-3.282828282828282,1
383,-3.680983264300728,-3.383838383838384,1
384,-3.5855028988482527,-3.4848484848484844,1
385,-3.4844824870020883,-3.5858585858585865,1
386,-3.3774249489495936,-3.686868686868687,1
387,-3.263736246748185,-3.787878787878787,1
388,-3.142696805273544,-3.888888888888889,1
389,-3.013420987914404,-3.9898989898989896,1
390,-2.874797872880346,-4.09090909090909,1
391,-2.7254015279256647,-4.191919191919192,1
392,-2.563348998070611,-4.292929292929292,1
393,-2.38606299212479,-4.3939393939393945,1
394,-2.1898468069372528,-4.494949494949495,1
395,-1.9690493625876715,-4.595959595959595,1
396,-1.714198257421933,-4.696969696969697,1
397,-1.4069079067862758,-4.797979797979798,1
398,-0.9999489834961248,-4.8989898989899,1
399,-0.0,-5.0,1
